source_event_id,customer_id,full_name,national_id,date_of_birth,gender,marital_status,employment_status,monthly_income,branch_code,segment,onboarded_at,kyc_status,risk_rating,payload
EV-CUST-C02211,C02211,Customer 02211,NID20273522,1981-10-17,male,single,self-employed,303933.76,NKR-040,sme,2022-08-26T00:00:00+00:00,verified,medium,{}
EV-CUST-C02212,C02212,Customer 02212,NID12765555,2003-07-23,female,single,employed,531380.37,NKR-040,sme,2025-08-26T00:00:00+00:00,verified,low,{}
EV-CUST-C02213,C02213,Customer 02213,NID10355602,1989-12-25,male,divorced,self-employed,602799.70,NBO-002,sme,2021-07-11T00:00:00+00:00,verified,low,{}
EV-CUST-C02214,C02214,Customer 02214,NID39013352,1963-07-10,female,married,self-employed,87854.23,MSA-010,retail,2025-07-03T00:00:00+00:00,verified,low,{}
EV-CUST-C02215,C02215,Customer 02215,NID18341105,1976-11-02,male,married,unemployed,365185.05,KSM-020,sme,2022-03-21T00:00:00+00:00,verified,medium,{}
EV-CUST-C02216,C02216,Customer 02216,NID20260174,1983-05-19,male,divorced,unemployed,47465.10,KSM-020,retail,2021-10-07T00:00:00+00:00,verified,low,{}
EV-CUST-C02217,C02217,Customer 02217,NID25730648,1997-03-26,male,married,unemployed,73340.46,NBO-002,retail,2023-03-17T00:00:00+00:00,verified,medium,{}
EV-CUST-C02218,C02218,Customer 02218,NID18340024,1975-01-16,male,single,self-employed,81895.25,NBO-002,retail,2021-05-11T00:00:00+00:00,verified,low,{}
EV-CUST-C02219,C02219,Customer 02219,NID37478791,1990-05-01,female,single,employed,36984.02,NBO-002,retail,2023-04-23T00:00:00+00:00,verified,low,{}
EV-CUST-C02220,C02220,Customer 02220,NID37476166,1968-04-27,male,married,employed,407863.84,NBO-003,sme,2020-06-04T00:00:00+00:00,pending,low,{}
EV-CUST-C02221,C02221,Customer 02221,NID15110763,1997-05-21,female,married,unemployed,210859.22,NBO-003,sme,2018-05-05T00:00:00+00:00,verified,low,{}
EV-CUST-C02222,C02222,Customer 02222,NID37268394,1965-03-11,male,married,employed,75975.92,KSM-020,retail,2021-09-26T00:00:00+00:00,verified,low,{}
EV-CUST-C02223,C02223,Customer 02223,NID20403899,1982-01-12,female,single,unemployed,2939550.27,NBO-001,corp,2021-12-23T00:00:00+00:00,verified,low,{}
EV-CUST-C02224,C02224,Customer 02224,NID31199811,1967-07-14,male,married,unemployed,384027.12,NBO-002,sme,2021-03-17T00:00:00+00:00,verified,medium,{}
EV-CUST-C02225,C02225,Customer 02225,NID17967383,1964-11-22,female,single,employed,45788.80,NKR-040,retail,2023-12-14T00:00:00+00:00,verified,low,{}
EV-CUST-C02226,C02226,Customer 02226,NID32130170,1978-03-02,female,divorced,business-owner,358216.69,ELD-030,sme,2023-10-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02227,C02227,Customer 02227,NID11410388,1972-11-07,male,single,employed,20800.99,NBO-001,retail,2024-01-17T00:00:00+00:00,verified,medium,{}
EV-CUST-C02228,C02228,Customer 02228,NID27228330,1963-12-07,male,divorced,self-employed,22203.52,NBO-001,retail,2020-08-27T00:00:00+00:00,verified,high,{}
EV-CUST-C02229,C02229,Customer 02229,NID25875681,1975-09-17,female,single,business-owner,23593.51,MSA-010,retail,2019-07-17T00:00:00+00:00,pending,low,{}
EV-CUST-C02230,C02230,Customer 02230,NID35456520,1997-07-11,male,married,unemployed,17638.84,NBO-002,retail,2024-09-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02231,C02231,Customer 02231,NID39017934,1970-01-24,female,married,self-employed,587285.32,ELD-030,sme,2019-11-22T00:00:00+00:00,verified,low,{}
EV-CUST-C02232,C02232,Customer 02232,NID11668221,1993-04-24,female,divorced,unemployed,16330.70,KSM-020,retail,2018-09-08T00:00:00+00:00,verified,low,{}
EV-CUST-C02233,C02233,Customer 02233,NID16859181,2001-05-12,female,married,employed,1553825.21,NBO-003,corp,2022-10-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02234,C02234,Customer 02234,NID12294388,1993-09-24,female,married,employed,47608.61,NBO-001,retail,2024-08-12T00:00:00+00:00,verified,low,{}
EV-CUST-C02235,C02235,Customer 02235,NID12999928,1983-07-07,male,divorced,unemployed,65162.65,NBO-002,retail,2022-04-25T00:00:00+00:00,verified,low,{}
EV-CUST-C02236,C02236,Customer 02236,NID35854708,1993-06-14,female,divorced,unemployed,256780.55,MSA-010,sme,2023-04-08T00:00:00+00:00,verified,low,{}
EV-CUST-C02237,C02237,Customer 02237,NID22454621,1995-08-04,female,divorced,unemployed,43389.61,ELD-030,retail,2020-07-04T00:00:00+00:00,verified,medium,{}
EV-CUST-C02238,C02238,Customer 02238,NID10797759,1968-06-27,male,married,business-owner,64858.98,KSM-020,retail,2022-06-11T00:00:00+00:00,rejected,low,{}
EV-CUST-C02239,C02239,Customer 02239,NID26642175,1996-10-18,female,divorced,unemployed,200792.47,NBO-002,sme,2021-10-28T00:00:00+00:00,verified,low,{}
EV-CUST-C02240,C02240,Customer 02240,NID17373888,1973-01-07,male,single,employed,22304.75,KSM-020,retail,2022-04-17T00:00:00+00:00,verified,low,{}
EV-CUST-C02241,C02241,Customer 02241,NID29063576,1974-01-16,female,married,business-owner,38041.01,MSA-010,retail,2022-02-15T00:00:00+00:00,verified,low,{}
EV-CUST-C02242,C02242,Customer 02242,NID21301929,1982-02-17,male,married,business-owner,66989.03,ELD-030,retail,2024-03-05T00:00:00+00:00,verified,low,{}
EV-CUST-C02243,C02243,Customer 02243,NID25706754,1974-05-02,female,single,self-employed,17801.62,NBO-003,retail,2023-07-24T00:00:00+00:00,verified,low,{}
EV-CUST-C02244,C02244,Customer 02244,NID21301610,1976-02-17,male,married,unemployed,18260.99,MSA-010,retail,2020-09-01T00:00:00+00:00,verified,low,{}
EV-CUST-C02245,C02245,Customer 02245,NID31303226,1997-03-16,male,divorced,unemployed,28476.96,NKR-040,retail,2022-05-16T00:00:00+00:00,verified,low,{}
EV-CUST-C02246,C02246,Customer 02246,NID15210760,1980-09-26,male,single,self-employed,44318.10,NKR-040,retail,2022-05-10T00:00:00+00:00,pending,medium,{}
EV-CUST-C02247,C02247,Customer 02247,NID25485016,1985-04-24,male,married,employed,55251.83,NBO-003,retail,2019-04-28T00:00:00+00:00,verified,low,{}
EV-CUST-C02248,C02248,Customer 02248,NID22772442,1967-09-02,male,married,employed,77668.03,KSM-020,retail,2020-07-22T00:00:00+00:00,verified,medium,{}
EV-CUST-C02249,C02249,Customer 02249,NID37961326,1961-05-15,male,single,self-employed,43742.61,ELD-030,retail,2019-09-19T00:00:00+00:00,verified,high,{}
EV-CUST-C02250,C02250,Customer 02250,NID28529145,1969-05-24,male,married,employed,2256045.41,NBO-001,corp,2025-07-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02251,C02251,Customer 02251,NID21469106,1993-02-04,male,divorced,self-employed,71671.39,NBO-002,retail,2019-05-01T00:00:00+00:00,verified,low,{}
EV-CUST-C02252,C02252,Customer 02252,NID23893900,1979-05-15,male,divorced,business-owner,561054.38,NKR-040,sme,2018-09-12T00:00:00+00:00,verified,high,{}
EV-CUST-C02253,C02253,Customer 02253,NID16641513,2002-09-15,male,married,business-owner,22506.56,NKR-040,retail,2021-02-01T00:00:00+00:00,verified,low,{}
EV-CUST-C02254,C02254,Customer 02254,NID36526774,1969-08-11,male,married,business-owner,85977.45,NBO-001,retail,2025-10-09T00:00:00+00:00,verified,medium,{}
EV-CUST-C02255,C02255,Customer 02255,NID17706462,1999-11-19,male,divorced,employed,331349.05,ELD-030,sme,2025-01-20T00:00:00+00:00,verified,medium,{}
EV-CUST-C02256,C02256,Customer 02256,NID37966131,1971-11-13,female,single,self-employed,1364540.25,NBO-002,corp,2022-02-01T00:00:00+00:00,verified,medium,{}
EV-CUST-C02257,C02257,Customer 02257,NID18101244,2001-09-02,male,divorced,employed,85522.74,NBO-001,retail,2023-08-13T00:00:00+00:00,verified,low,{}
EV-CUST-C02258,C02258,Customer 02258,NID11256675,1986-02-06,female,married,employed,39921.55,NBO-001,retail,2023-04-13T00:00:00+00:00,verified,low,{}
EV-CUST-C02259,C02259,Customer 02259,NID27339739,1979-09-13,male,married,employed,49790.94,ELD-030,retail,2022-09-09T00:00:00+00:00,verified,medium,{}
EV-CUST-C02260,C02260,Customer 02260,NID35676488,1989-08-01,male,divorced,unemployed,19016.79,NBO-003,retail,2019-08-16T00:00:00+00:00,verified,low,{}
EV-CUST-C02261,C02261,Customer 02261,NID24842794,1962-08-17,male,divorced,unemployed,30149.17,NKR-040,retail,2019-02-03T00:00:00+00:00,verified,low,{}
EV-CUST-C02262,C02262,Customer 02262,NID21967937,1965-05-10,female,divorced,unemployed,27766.59,MSA-010,retail,2022-02-26T00:00:00+00:00,verified,low,{}
EV-CUST-C02263,C02263,Customer 02263,NID22550216,2002-10-24,male,single,employed,53923.71,MSA-010,retail,2024-12-11T00:00:00+00:00,verified,low,{}
EV-CUST-C02264,C02264,Customer 02264,NID33311330,1975-01-25,male,married,unemployed,32560.37,NBO-003,retail,2018-05-20T00:00:00+00:00,verified,low,{}
EV-CUST-C02265,C02265,Customer 02265,NID25248139,1990-11-27,male,divorced,business-owner,70477.44,NKR-040,retail,2025-04-04T00:00:00+00:00,verified,high,{}
EV-CUST-C02266,C02266,Customer 02266,NID38783750,1969-04-26,female,divorced,self-employed,52148.24,NKR-040,retail,2023-09-13T00:00:00+00:00,verified,medium,{}
EV-CUST-C02267,C02267,Customer 02267,NID18100913,1989-11-03,female,divorced,self-employed,44101.52,NKR-040,retail,2022-12-03T00:00:00+00:00,verified,medium,{}
EV-CUST-C02268,C02268,Customer 02268,NID31511206,1962-07-01,male,married,self-employed,402594.65,NKR-040,sme,2023-06-18T00:00:00+00:00,verified,medium,{}
EV-CUST-C02269,C02269,Customer 02269,NID37228313,1984-03-11,male,married,business-owner,68782.40,MSA-010,retail,2018-07-23T00:00:00+00:00,verified,low,{}
EV-CUST-C02270,C02270,Customer 02270,NID31672411,1988-01-04,female,married,unemployed,67047.12,NBO-001,retail,2022-11-21T00:00:00+00:00,verified,low,{}
EV-CUST-C02271,C02271,Customer 02271,NID23258017,1968-08-23,female,divorced,self-employed,322806.33,NBO-003,sme,2019-12-18T00:00:00+00:00,verified,medium,{}
EV-CUST-C02272,C02272,Customer 02272,NID11607607,1961-10-06,male,single,employed,211213.46,NBO-001,sme,2024-01-01T00:00:00+00:00,verified,low,{}
EV-CUST-C02273,C02273,Customer 02273,NID35064660,1989-04-18,male,single,employed,78456.60,NKR-040,retail,2022-05-25T00:00:00+00:00,verified,low,{}
EV-CUST-C02274,C02274,Customer 02274,NID37924269,2001-04-17,male,divorced,unemployed,471836.46,MSA-010,sme,2022-11-13T00:00:00+00:00,verified,medium,{}
EV-CUST-C02275,C02275,Customer 02275,NID39828816,2002-05-17,female,divorced,self-employed,19602.10,ELD-030,retail,2019-08-22T00:00:00+00:00,rejected,medium,{}
EV-CUST-C02276,C02276,Customer 02276,NID35907379,1986-02-20,male,single,employed,732573.45,MSA-010,sme,2020-03-03T00:00:00+00:00,verified,low,{}
EV-CUST-C02277,C02277,Customer 02277,NID31128994,1978-02-16,male,single,self-employed,406652.09,NBO-002,sme,2024-02-21T00:00:00+00:00,verified,medium,{}
EV-CUST-C02278,C02278,Customer 02278,NID30451064,1975-07-17,male,married,unemployed,47727.15,MSA-010,retail,2021-06-21T00:00:00+00:00,verified,medium,{}
EV-CUST-C02279,C02279,Customer 02279,NID21518881,2002-02-23,male,divorced,self-employed,73616.43,ELD-030,retail,2021-11-06T00:00:00+00:00,verified,medium,{}
EV-CUST-C02280,C02280,Customer 02280,NID30958689,1998-04-15,female,single,self-employed,279638.78,NBO-003,sme,2022-10-28T00:00:00+00:00,verified,medium,{}
EV-CUST-C02281,C02281,Customer 02281,NID24401716,2003-09-09,female,divorced,employed,327138.77,NKR-040,sme,2021-12-21T00:00:00+00:00,pending,low,{}
EV-CUST-C02282,C02282,Customer 02282,NID33740848,1974-01-14,male,married,unemployed,87832.00,MSA-010,retail,2022-01-20T00:00:00+00:00,verified,low,{}
EV-CUST-C02283,C02283,Customer 02283,NID36172414,2002-12-02,female,divorced,unemployed,518484.34,KSM-020,sme,2024-12-06T00:00:00+00:00,verified,high,{}
EV-CUST-C02284,C02284,Customer 02284,NID25702201,1961-12-24,male,single,unemployed,66607.16,NBO-002,retail,2022-07-08T00:00:00+00:00,verified,high,{}
EV-CUST-C02285,C02285,Customer 02285,NID36719529,1969-04-11,male,single,business-owner,16686.55,NBO-003,retail,2022-02-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02286,C02286,Customer 02286,NID22046141,1974-12-15,female,divorced,business-owner,1777336.35,NKR-040,corp,2021-10-27T00:00:00+00:00,verified,low,{}
EV-CUST-C02287,C02287,Customer 02287,NID26088822,1988-05-22,male,married,unemployed,25953.66,NBO-001,retail,2019-02-03T00:00:00+00:00,verified,low,{}
EV-CUST-C02288,C02288,Customer 02288,NID15379200,2001-08-28,female,divorced,business-owner,41635.98,ELD-030,retail,2024-02-04T00:00:00+00:00,verified,low,{}
EV-CUST-C02289,C02289,Customer 02289,NID27051137,1962-06-13,male,divorced,self-employed,16081.03,ELD-030,retail,2021-01-24T00:00:00+00:00,verified,medium,{}
EV-CUST-C02290,C02290,Customer 02290,NID27505428,1970-02-02,male,single,self-employed,49975.32,ELD-030,retail,2025-11-23T00:00:00+00:00,verified,medium,{}
EV-CUST-C02291,C02291,Customer 02291,NID25835552,1978-09-12,male,single,employed,2453742.40,KSM-020,corp,2020-03-01T00:00:00+00:00,verified,low,{}
EV-CUST-C02292,C02292,Customer 02292,NID15374271,1976-11-03,female,divorced,unemployed,55857.75,NKR-040,retail,2024-11-23T00:00:00+00:00,verified,medium,{}
EV-CUST-C02293,C02293,Customer 02293,NID10653780,1980-06-11,male,married,employed,26775.76,NBO-001,retail,2019-11-23T00:00:00+00:00,verified,medium,{}
EV-CUST-C02294,C02294,Customer 02294,NID11599083,1968-03-14,male,single,unemployed,72643.76,NBO-001,retail,2020-04-23T00:00:00+00:00,rejected,low,{}
EV-CUST-C02295,C02295,Customer 02295,NID32470247,2001-09-08,female,divorced,self-employed,17871.47,NKR-040,retail,2018-12-07T00:00:00+00:00,verified,low,{}
EV-CUST-C02296,C02296,Customer 02296,NID39006759,1996-02-14,male,married,unemployed,75515.89,NBO-002,retail,2020-09-01T00:00:00+00:00,verified,medium,{}
EV-CUST-C02297,C02297,Customer 02297,NID16923665,1995-08-24,male,married,business-owner,528963.30,NBO-003,sme,2022-01-08T00:00:00+00:00,verified,low,{}
EV-CUST-C02298,C02298,Customer 02298,NID33010765,1985-05-19,female,married,business-owner,22469.27,KSM-020,retail,2025-01-01T00:00:00+00:00,verified,low,{}
EV-CUST-C02299,C02299,Customer 02299,NID27304837,1979-03-19,male,divorced,self-employed,51735.11,NBO-003,retail,2024-12-06T00:00:00+00:00,verified,low,{}
EV-CUST-C02300,C02300,Customer 02300,NID34120187,1999-07-20,male,single,business-owner,16361.88,NKR-040,retail,2024-02-24T00:00:00+00:00,verified,low,{}
EV-CUST-C02301,C02301,Customer 02301,NID38100269,1970-03-22,male,married,unemployed,33340.67,ELD-030,retail,2018-06-17T00:00:00+00:00,verified,low,{}
EV-CUST-C02302,C02302,Customer 02302,NID39204638,1979-08-13,male,divorced,business-owner,19294.95,NBO-001,retail,2020-06-24T00:00:00+00:00,verified,low,{}
EV-CUST-C02303,C02303,Customer 02303,NID24942506,1980-06-17,male,married,employed,622487.29,NBO-002,sme,2024-03-15T00:00:00+00:00,verified,low,{}
EV-CUST-C02304,C02304,Customer 02304,NID27028834,1975-01-09,male,divorced,unemployed,16401.08,NBO-001,retail,2023-09-26T00:00:00+00:00,verified,low,{}
EV-CUST-C02305,C02305,Customer 02305,NID21021851,1979-03-06,female,divorced,business-owner,664241.02,KSM-020,sme,2021-06-23T00:00:00+00:00,verified,low,{}
EV-CUST-C02306,C02306,Customer 02306,NID30376495,1986-08-11,male,single,self-employed,380995.93,NKR-040,sme,2025-08-20T00:00:00+00:00,verified,low,{}
EV-CUST-C02307,C02307,Customer 02307,NID39328220,1979-06-15,female,married,employed,16374.11,NBO-001,retail,2024-03-15T00:00:00+00:00,rejected,low,{}
EV-CUST-C02308,C02308,Customer 02308,NID35384352,1982-09-19,male,married,self-employed,81915.17,NBO-002,retail,2025-01-26T00:00:00+00:00,verified,low,{}
EV-CUST-C02309,C02309,Customer 02309,NID24516417,1984-01-01,male,single,self-employed,54126.59,NBO-001,retail,2021-05-15T00:00:00+00:00,verified,high,{}
EV-CUST-C02310,C02310,Customer 02310,NID38374996,1967-12-08,male,married,employed,82687.79,ELD-030,retail,2025-10-28T00:00:00+00:00,verified,low,{}
EV-CUST-C02311,C02311,Customer 02311,NID39592598,1974-04-17,female,single,business-owner,18647.90,ELD-030,retail,2025-12-18T00:00:00+00:00,verified,high,{}
EV-CUST-C02312,C02312,Customer 02312,NID25683731,1992-11-04,female,divorced,self-employed,471898.03,NBO-001,sme,2022-04-19T00:00:00+00:00,verified,medium,{}
EV-CUST-C02313,C02313,Customer 02313,NID30525899,1975-08-19,female,married,business-owner,15305.46,MSA-010,retail,2022-10-19T00:00:00+00:00,verified,medium,{}
EV-CUST-C02314,C02314,Customer 02314,NID29512922,1977-02-28,male,divorced,unemployed,74997.82,NBO-002,retail,2018-08-13T00:00:00+00:00,verified,medium,{}
EV-CUST-C02315,C02315,Customer 02315,NID33131394,1979-08-27,female,single,business-owner,64064.41,NBO-002,retail,2023-10-04T00:00:00+00:00,verified,medium,{}
EV-CUST-C02316,C02316,Customer 02316,NID30332981,1993-06-21,female,married,business-owner,84067.62,MSA-010,retail,2018-08-26T00:00:00+00:00,verified,low,{}
EV-CUST-C02317,C02317,Customer 02317,NID20382748,2002-09-03,male,married,employed,39739.93,MSA-010,retail,2024-08-17T00:00:00+00:00,verified,medium,{}
EV-CUST-C02318,C02318,Customer 02318,NID13151413,2002-02-26,male,married,employed,48214.26,ELD-030,retail,2025-08-13T00:00:00+00:00,verified,low,{}
EV-CUST-C02319,C02319,Customer 02319,NID26812425,1970-03-07,female,married,employed,44092.82,NBO-002,retail,2021-12-23T00:00:00+00:00,verified,low,{}
EV-CUST-C02320,C02320,Customer 02320,NID17523182,1995-06-22,male,single,unemployed,40505.07,NBO-003,retail,2018-12-06T00:00:00+00:00,verified,low,{}
EV-CUST-C02321,C02321,Customer 02321,NID29939235,1981-02-10,male,single,self-employed,65322.88,NBO-002,retail,2025-03-09T00:00:00+00:00,verified,low,{}
EV-CUST-C02322,C02322,Customer 02322,NID20534860,1999-06-02,female,married,unemployed,46791.07,NBO-001,retail,2021-12-12T00:00:00+00:00,verified,low,{}
EV-CUST-C02323,C02323,Customer 02323,NID36607554,1976-02-07,female,divorced,business-owner,23515.96,NKR-040,retail,2024-05-09T00:00:00+00:00,verified,low,{}
EV-CUST-C02324,C02324,Customer 02324,NID26025901,1996-04-22,male,married,business-owner,241430.93,NBO-001,sme,2019-11-05T00:00:00+00:00,verified,low,{}
EV-CUST-C02325,C02325,Customer 02325,NID31217152,1969-09-21,male,married,unemployed,276250.17,NBO-003,sme,2021-11-23T00:00:00+00:00,verified,low,{}
EV-CUST-C02326,C02326,Customer 02326,NID21172521,1976-06-12,male,single,unemployed,65339.75,NBO-002,retail,2023-06-19T00:00:00+00:00,verified,low,{}
EV-CUST-C02327,C02327,Customer 02327,NID31681733,1994-10-26,male,married,unemployed,51546.64,NKR-040,retail,2022-04-08T00:00:00+00:00,rejected,low,{}
EV-CUST-C02328,C02328,Customer 02328,NID37676025,1986-01-01,male,married,unemployed,34713.97,ELD-030,retail,2020-12-24T00:00:00+00:00,verified,medium,{}
EV-CUST-C02329,C02329,Customer 02329,NID28932543,1996-01-06,female,married,business-owner,86991.81,ELD-030,retail,2020-03-02T00:00:00+00:00,verified,low,{}
EV-CUST-C02330,C02330,Customer 02330,NID13617648,2001-08-01,male,single,employed,201161.94,NBO-002,sme,2019-06-22T00:00:00+00:00,verified,low,{}
EV-CUST-C02331,C02331,Customer 02331,NID16117695,1987-10-16,male,divorced,self-employed,17487.35,ELD-030,retail,2020-02-13T00:00:00+00:00,verified,medium,{}
EV-CUST-C02332,C02332,Customer 02332,NID36279718,1964-12-20,male,single,employed,70101.88,NKR-040,retail,2020-10-13T00:00:00+00:00,verified,low,{}
EV-CUST-C02333,C02333,Customer 02333,NID39677571,1986-01-28,male,divorced,self-employed,28000.22,ELD-030,retail,2018-09-05T00:00:00+00:00,verified,medium,{}
EV-CUST-C02334,C02334,Customer 02334,NID28168842,1980-05-20,female,single,self-employed,73455.29,NBO-001,retail,2023-08-24T00:00:00+00:00,verified,low,{}
EV-CUST-C02335,C02335,Customer 02335,NID11778918,1961-02-06,female,married,unemployed,53891.48,ELD-030,retail,2024-10-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02336,C02336,Customer 02336,NID37463415,1977-08-14,male,divorced,unemployed,70548.87,NKR-040,retail,2018-10-14T00:00:00+00:00,pending,low,{}
EV-CUST-C02337,C02337,Customer 02337,NID28458705,1981-03-12,female,divorced,business-owner,34280.22,MSA-010,retail,2025-04-15T00:00:00+00:00,verified,high,{}
EV-CUST-C02338,C02338,Customer 02338,NID25372902,1998-05-14,male,married,employed,48113.91,NBO-002,retail,2023-08-15T00:00:00+00:00,verified,low,{}
EV-CUST-C02339,C02339,Customer 02339,NID12056776,1969-09-10,male,divorced,self-employed,86512.18,MSA-010,retail,2020-07-17T00:00:00+00:00,verified,low,{}
EV-CUST-C02340,C02340,Customer 02340,NID39047626,1967-08-01,female,single,unemployed,43324.14,NBO-001,retail,2018-06-07T00:00:00+00:00,verified,medium,{}
EV-CUST-C02341,C02341,Customer 02341,NID25836015,1972-02-23,female,divorced,employed,53648.33,NBO-002,retail,2024-07-10T00:00:00+00:00,verified,low,{}
EV-CUST-C02342,C02342,Customer 02342,NID32557011,1976-03-18,female,single,unemployed,681666.85,NKR-040,sme,2023-04-12T00:00:00+00:00,verified,low,{}
EV-CUST-C02343,C02343,Customer 02343,NID10092713,2003-05-18,male,married,employed,61260.36,ELD-030,retail,2018-09-15T00:00:00+00:00,verified,medium,{}
EV-CUST-C02344,C02344,Customer 02344,NID31772271,1966-06-06,male,divorced,employed,80416.70,MSA-010,retail,2018-08-15T00:00:00+00:00,verified,low,{}
EV-CUST-C02345,C02345,Customer 02345,NID25200550,1995-10-12,male,divorced,business-owner,46848.66,MSA-010,retail,2025-10-13T00:00:00+00:00,verified,low,{}
EV-CUST-C02346,C02346,Customer 02346,NID13561308,1996-01-02,female,divorced,business-owner,910658.75,NBO-001,corp,2025-01-27T00:00:00+00:00,verified,low,{}
EV-CUST-C02347,C02347,Customer 02347,NID31029157,1978-10-16,male,divorced,self-employed,41101.17,NBO-001,retail,2020-11-25T00:00:00+00:00,verified,high,{}
EV-CUST-C02348,C02348,Customer 02348,NID25458942,1990-06-20,female,divorced,self-employed,82591.51,NKR-040,retail,2025-05-21T00:00:00+00:00,verified,low,{}
EV-CUST-C02349,C02349,Customer 02349,NID22870736,1979-05-27,female,divorced,self-employed,743025.53,NBO-001,sme,2020-06-05T00:00:00+00:00,verified,low,{}
EV-CUST-C02350,C02350,Customer 02350,NID22293940,1973-08-10,male,single,self-employed,73392.02,MSA-010,retail,2018-11-28T00:00:00+00:00,pending,high,{}
EV-CUST-C02351,C02351,Customer 02351,NID13865882,1987-07-24,female,single,business-owner,674987.00,NBO-003,sme,2025-07-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02352,C02352,Customer 02352,NID30648625,2002-01-26,female,divorced,employed,351671.82,NBO-003,sme,2023-09-10T00:00:00+00:00,verified,medium,{}
EV-CUST-C02353,C02353,Customer 02353,NID11514404,1981-09-13,female,married,business-owner,30857.92,NBO-003,retail,2020-05-24T00:00:00+00:00,verified,low,{}
EV-CUST-C02354,C02354,Customer 02354,NID24809984,1971-05-12,male,single,employed,47754.73,NBO-001,retail,2021-06-05T00:00:00+00:00,verified,low,{}
EV-CUST-C02355,C02355,Customer 02355,NID27169084,1964-09-09,female,divorced,self-employed,392008.54,NKR-040,sme,2024-11-14T00:00:00+00:00,verified,low,{}
EV-CUST-C02356,C02356,Customer 02356,NID34267002,1992-11-07,male,divorced,business-owner,414868.43,ELD-030,sme,2018-11-15T00:00:00+00:00,pending,low,{}
EV-CUST-C02357,C02357,Customer 02357,NID21615382,1969-03-22,female,divorced,self-employed,202733.42,NBO-001,sme,2024-05-05T00:00:00+00:00,verified,low,{}
EV-CUST-C02358,C02358,Customer 02358,NID13421700,1996-09-28,male,single,business-owner,27297.40,MSA-010,retail,2025-09-28T00:00:00+00:00,pending,low,{}
EV-CUST-C02359,C02359,Customer 02359,NID18318365,1979-07-01,female,single,unemployed,339623.29,ELD-030,sme,2022-03-19T00:00:00+00:00,verified,low,{}
EV-CUST-C02360,C02360,Customer 02360,NID16145881,1971-02-09,female,married,employed,74580.13,NKR-040,retail,2024-02-15T00:00:00+00:00,verified,medium,{}
EV-CUST-C02361,C02361,Customer 02361,NID27396965,1987-08-28,female,divorced,unemployed,82279.18,MSA-010,retail,2024-10-17T00:00:00+00:00,verified,low,{}
EV-CUST-C02362,C02362,Customer 02362,NID30480842,1978-02-08,male,divorced,self-employed,81260.82,MSA-010,retail,2022-01-04T00:00:00+00:00,rejected,high,{}
EV-CUST-C02363,C02363,Customer 02363,NID12147566,1987-03-23,male,married,unemployed,87192.07,NBO-002,retail,2025-06-22T00:00:00+00:00,verified,low,{}
EV-CUST-C02364,C02364,Customer 02364,NID18133632,1993-05-26,female,divorced,business-owner,35910.00,MSA-010,retail,2022-08-20T00:00:00+00:00,verified,medium,{}
EV-CUST-C02365,C02365,Customer 02365,NID39118917,1985-03-23,male,married,employed,1642055.87,ELD-030,corp,2020-12-08T00:00:00+00:00,verified,medium,{}
EV-CUST-C02366,C02366,Customer 02366,NID14380072,1974-02-13,female,divorced,business-owner,79979.17,NBO-002,retail,2018-03-23T00:00:00+00:00,verified,low,{}
EV-CUST-C02367,C02367,Customer 02367,NID23886715,2001-12-25,male,married,business-owner,65639.05,MSA-010,retail,2025-02-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02368,C02368,Customer 02368,NID33438727,1966-03-21,male,married,self-employed,19697.03,KSM-020,retail,2019-04-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02369,C02369,Customer 02369,NID38916071,1986-02-11,female,divorced,unemployed,696517.30,MSA-010,sme,2022-06-20T00:00:00+00:00,verified,low,{}
EV-CUST-C02370,C02370,Customer 02370,NID12551025,1993-01-06,male,divorced,unemployed,348977.52,MSA-010,sme,2020-06-05T00:00:00+00:00,verified,high,{}
EV-CUST-C02371,C02371,Customer 02371,NID26827598,1977-07-19,male,divorced,business-owner,86421.43,MSA-010,retail,2022-03-18T00:00:00+00:00,verified,low,{}
EV-CUST-C02372,C02372,Customer 02372,NID34615081,1974-11-06,male,single,self-employed,20943.18,NBO-001,retail,2025-02-26T00:00:00+00:00,verified,low,{}
EV-CUST-C02373,C02373,Customer 02373,NID28291865,1978-03-26,female,single,unemployed,47735.91,KSM-020,retail,2025-12-16T00:00:00+00:00,verified,medium,{}
EV-CUST-C02374,C02374,Customer 02374,NID15017838,1989-12-13,male,divorced,unemployed,25801.89,MSA-010,retail,2018-12-08T00:00:00+00:00,verified,medium,{}
EV-CUST-C02375,C02375,Customer 02375,NID31398559,1960-07-06,female,divorced,business-owner,20999.52,MSA-010,retail,2021-04-09T00:00:00+00:00,verified,medium,{}
EV-CUST-C02376,C02376,Customer 02376,NID21092815,1968-08-16,male,married,business-owner,86552.99,ELD-030,retail,2018-01-09T00:00:00+00:00,verified,low,{}
